FICE,College,State,Public_Private,Avg_Math_SAT,Avg_Verbal_SAT,Avg_Combined_SAT,Avg_ACT,First_Quartile_Math_SAT,Third_Quartile_Math_SAT,First_Quartile_Verbal_SAT,Third_Quartile_Verbal_SAT,First_Quartile_ACT,Third_Quartile_ACT,Applications_Received,Applicants_Accepted,New_Students_Enrolled,Pct_New_Students_Top_10,Pct_New_Students_Top_25,Fulltime_Undergraduates,Parttime_Undergraduates,In_State_Tuition,Out_Of_State_Tuition,Room_And_Board,Room_Costs,Board_Costs,Additional_Fees,Estimated_Book_Costs,Estimated_Personal_Spending,Pct_Faculty_PhD,Pct_Faculty_Terminal_Degree,Student_Faculty_Ratio,Pct_Alumni_Donate,Instructional_Expenditure_Per_Student,Graduation_Rate
2516,University of Missouri at Columbia,MO,1,564.0,502.0,1066.0,25.0,470.0,620.0,430.0,570.0,22.0,28.0,6574.0,4637.0,2940.0,32.0,62.0,14782.0,1583.0,3030.0,9057.0,3485.0,3485.0,-1.0,414.0,600.0,1983.0,87.0,87.0,12.7,15.0,10145.0,58.0
2517,University of Missouri at Rolla,MO,1,655.0,547.0,1202.0,27.0,590.0,710.0,480.0,600.0,25.0,31.0,1877.0,1826.0,823.0,49.0,77.0,3926.0,561.0,3030.0,9057.0,3600.0,-1.0,-1.0,551.0,700.0,1435.0,88.0,88.0,14.4,23.0,9699.0,49.0
2518,University of Missouri at Kansas City,MO,1,-1.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0,-1.0,22.0,27.0,1901.0,1340.0,655.0,33.0,64.0,3416.0,1984.0,3475.0,9501.0,3685.0,1980.0,1705.0,-1.0,-1.0,-1.0,98.0,98.0,11.6,8.0,12453.0,44.0
2519,University of Missouri at Saint Louis,MO,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,25.0,1618.0,1141.0,479.0,18.0,54.0,4793.0,4552.0,2424.0,7246.0,3964.0,-1.0,-1.0,348.0,500.0,4288.0,71.0,73.0,13.4,15.0,6433.0,48.0
2520,Washington University,MO,2,-1.0,-1.0,-1.0,-1.0,600.0,710.0,510.0,620.0,26.0,31.0,7654.0,5259.0,1254.0,62.0,93.0,4879.0,1274.0,18350.0,18350.0,5775.0,3431.0,2344.0,184.0,768.0,1512.0,91.0,98.0,3.9,31.0,45702.0,90.0
2521,Webster University,MO,2,494.0,511.0,1005.0,23.0,460.0,550.0,460.0,580.0,20.0,25.0,665.0,462.0,226.0,17.0,44.0,1739.0,1550.0,9160.0,9160.0,4340.0,2100.0,2240.0,50.0,500.0,500.0,68.0,68.0,20.6,14.0,6951.0,48.0
2523,Westminster College,MO,2,520.0,480.0,1000.0,24.0,330.0,660.0,360.0,600.0,19.0,29.0,662.0,553.0,184.0,20.0,43.0,665.0,37.0,10720.0,10720.0,4050.0,1870.0,2180.0,200.0,600.0,1650.0,66.0,70.0,12.5,20.0,7925.0,62.0
2524,William Jewell College,MO,2,550.0,510.0,1060.0,24.0,490.0,600.0,440.0,570.0,21.0,27.0,663.0,547.0,315.0,32.0,67.0,1279.0,75.0,10060.0,10060.0,2970.0,1780.0,1190.0,256.0,500.0,2600.0,74.0,80.0,11.2,19.0,7885.0,59.0
2525,William Woods University,MO,2,482.0,459.0,941.0,21.0,430.0,550.0,380.0,520.0,19.0,24.0,469.0,435.0,227.0,17.0,39.0,851.0,120.0,10535.0,10535.0,4365.0,2250.0,2115.0,140.0,550.0,3700.0,39.0,66.0,12.9,16.0,7438.0,52.0
7540,Missouri Baptist College,MO,2,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,12.0,22.0,308.0,-1.0,110.0,5.0,23.0,606.0,1142.0,5780.0,5780.0,2650.0,2650.0,-1.0,180.0,-1.0,-1.0,52.0,55.0,17.9,19.0,3493.0,32.0
9089,Hannibal-LaGrange College,MO,2,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,233.0,201.0,169.0,10.0,37.0,493.0,382.0,6050.0,6050.0,2510.0,2510.0,-1.0,260.0,500.0,4680.0,38.0,45.0,11.9,15.0,5736.0,-1.0
2396,Alcorn State University,MS,1,-1.0,-1.0,-1.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2928.0,1853.0,481.0,-1.0,-1.0,2326.0,235.0,4474.0,6616.0,-1.0,-1.0,-1.0,-1.0,600.0,1035.0,45.0,51.0,14.1,2.0,3913.0,35.0
2397,Belhaven College,MS,2,455.0,467.0,922.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,248.0,197.0,121.0,24.0,51.0,736.0,347.0,7600.0,7600.0,2805.0,2805.0,-1.0,110.0,600.0,725.0,60.0,74.0,15.8,19.0,5160.0,-1.0
2398,Blue Mountain College,MS,2,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,15.0,22.0,75.0,75.0,47.0,-1.0,-1.0,263.0,127.0,3660.0,3660.0,2090.0,690.0,1400.0,272.0,500.0,2310.0,33.0,33.0,11.3,19.0,5478.0,66.0
2403,Delta State University,MS,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,22.0,967.0,945.0,459.0,15.0,48.0,2806.0,538.0,1812.0,4528.0,1880.0,1880.0,-1.0,482.0,500.0,1200.0,49.0,63.0,17.1,16.0,5113.0,58.0
2410,Jackson State University,MS,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4799.0,3278.0,1561.0,-1.0,-1.0,4786.0,669.0,2230.0,4190.0,2446.0,1220.0,1226.0,65.0,300.0,-1.0,60.0,64.0,15.4,19.0,6358.0,41.0
2414,Millsaps College,MS,2,570.0,550.0,1120.0,26.0,490.0,630.0,450.0,580.0,23.0,29.0,905.0,834.0,319.0,32.0,61.0,1073.0,179.0,11320.0,11320.0,4402.0,2454.0,2048.0,584.0,550.0,1350.0,82.0,89.0,12.7,38.0,11218.0,58.0
2415,Mississippi College,MS,2,-1.0,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,19.0,27.0,594.0,385.0,307.0,36.0,57.0,1695.0,721.0,5580.0,5580.0,2830.0,1260.0,1210.0,308.0,600.0,700.0,77.0,79.0,16.5,18.0,6170.0,61.0
2422,Mississippi University for Women,MS,1,-1.0,-1.0,-1.0,23.0,370.0,530.0,380.0,490.0,19.0,26.0,480.0,405.0,380.0,19.0,46.0,1673.0,1014.0,2244.0,4386.0,2217.0,-1.0,-1.0,-1.0,600.0,1500.0,49.0,54.0,15.8,8.0,5704.0,63.0
2423,Mississippi State University,MS,1,-1.0,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,19.0,27.0,4255.0,3277.0,1609.0,18.0,57.0,10094.0,1621.0,4946.0,9866.0,3084.0,1684.0,1400.0,477.0,480.0,1479.0,77.0,77.0,15.9,20.0,6223.0,53.0
2424,Mississippi Valley State University,MS,1,-1.0,-1.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2800.0,1090.0,580.0,10.0,40.0,2124.0,199.0,2164.0,4306.0,2100.0,1025.0,1075.0,213.0,275.0,1200.0,43.0,47.0,18.6,19.0,4955.0,56.0
2433,Rust College,MS,2,-1.0,-1.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1328.0,673.0,282.0,25.0,75.0,1006.0,174.0,4000.0,4000.0,2048.0,998.0,1050.0,268.0,225.0,-1.0,44.0,52.0,19.6,36.0,5103.0,49.0
2439,Tougaloo College,MS,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,20.0,3280.0,578.0,311.0,18.0,49.0,1120.0,33.0,5010.0,5010.0,2570.0,-1.0,-1.0,500.0,500.0,800.0,53.0,53.0,14.5,19.0,6481.0,53.0
2440,University of Mississippi,MS,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,25.0,3844.0,3383.0,1669.0,26.0,47.0,7524.0,804.0,1996.0,4916.0,3810.0,1560.0,2250.0,548.0,600.0,550.0,81.0,86.0,20.3,14.0,6971.0,53.0
2441,University of Southern Mississippi,MS,1,531.0,449.0,980.0,22.0,-1.0,-1.0,-1.0,-1.0,18.0,24.0,2850.0,2044.0,1046.0,20.0,50.0,9260.0,1387.0,2392.0,4652.0,2470.0,1120.0,1350.0,-1.0,500.0,500.0,78.0,99.0,18.7,23.0,5917.0,45.0
2447,William Carey College,MS,2,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,200.0,165.0,121.0,-1.0,-1.0,1538.0,419.0,5115.0,5115.0,2520.0,1470.0,1050.0,100.0,300.0,700.0,36.0,57.0,13.6,12.0,6986.0,19.0
2526,Carroll College,MT,2,450.0,500.0,950.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,529.0,492.0,261.0,29.0,55.0,1093.0,322.0,8650.0,8650.0,3815.0,3815.0,-1.0,290.0,390.0,1050.0,49.0,49.0,14.1,19.0,5862.0,58.0
2527,College of Great Falls,MT,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,394.0,394.0,268.0,-1.0,-1.0,700.0,537.0,5100.0,5100.0,1880.0,990.0,890.0,140.0,400.0,-1.0,50.0,50.0,11.8,19.0,4957.0,-1.0
2530,Montana State University-Billings,MT,1,-1.0,-1.0,-1.0,-1.0,390.0,530.0,360.0,470.0,16.0,22.0,931.0,912.0,596.0,7.0,23.0,2482.0,868.0,2142.0,5866.0,3300.0,1900.0,1400.0,60.0,600.0,2000.0,70.0,84.0,18.5,19.0,5105.0,40.0
2531,Montana College of Mineral Sci. & Tech.,MT,1,575.0,481.0,1056.0,22.0,430.0,580.0,390.0,520.0,20.0,26.0,572.0,544.0,320.0,45.0,72.0,1470.0,416.0,2013.0,6073.0,3400.0,1260.0,2140.0,-1.0,550.0,1400.0,71.0,71.0,16.4,31.0,6112.0,74.0
2532,Montana State University,MT,1,520.0,440.0,960.0,23.0,450.0,600.0,390.0,510.0,20.0,25.0,3500.0,2836.0,1779.0,15.0,42.0,8730.0,993.0,1576.0,5552.0,3710.0,3710.0,-1.0,648.0,550.0,2300.0,75.0,83.0,17.6,8.0,6324.0,37.0
2533,Montana State University - Northern,MT,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,840.0,840.0,611.0,8.0,12.0,1169.0,403.0,3542.0,5879.0,3570.0,-1.0,-1.0,-1.0,550.0,1200.0,20.0,20.0,10.6,15.0,6674.0,-1.0
2534,Rocky Mountain College,MT,2,444.0,426.0,870.0,21.0,-1.0,-1.0,-1.0,-1.0,16.0,24.0,560.0,392.0,270.0,11.0,31.0,743.0,118.0,8734.0,8734.0,3362.0,1966.0,1396.0,85.0,600.0,625.0,56.0,78.0,11.3,27.0,6422.0,68.0
2536,University of Montana,MT,1,489.0,457.0,946.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3314.0,2809.0,1563.0,-1.0,-1.0,7754.0,1388.0,2251.0,6311.0,3957.0,-1.0,-1.0,-1.0,550.0,-1.0,75.0,81.0,21.7,16.0,5862.0,30.0
2537,Western Montana College,MT,1,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,376.0,256.0,256.0,-1.0,-1.0,816.0,1070.0,1935.0,5658.0,3000.0,-1.0,3000.0,-1.0,475.0,-1.0,50.0,54.0,16.4,19.0,4489.0,59.0
2905,North Carolina A. & T. State University,NC,1,441.0,384.0,825.0,-1.0,370.0,500.0,330.0,430.0,-1.0,-1.0,4809.0,3089.0,1429.0,12.0,33.0,6162.0,871.0,740.0,6806.0,1780.0,-1.0,1780.0,627.0,600.0,1651.0,72.0,72.0,16.7,9.0,7090.0,44.0
2906,Appalachian State University,NC,1,519.0,471.0,990.0,22.0,470.0,570.0,420.0,520.0,19.0,24.0,7313.0,4664.0,1910.0,20.0,63.0,9940.0,1035.0,740.0,6806.0,2540.0,1420.0,1120.0,718.0,96.0,2000.0,83.0,96.0,18.3,14.0,5854.0,70.0
2907,University of North Carolina at Asheville,NC,1,550.0,504.0,1054.0,24.0,500.0,610.0,450.0,550.0,22.0,26.0,1757.0,979.0,394.0,32.0,74.0,2033.0,1078.0,608.0,5972.0,3420.0,1670.0,1750.0,800.0,600.0,750.0,77.0,83.0,13.0,11.0,7011.0,37.0
2908,Barton College,NC,2,444.0,396.0,840.0,-1.0,360.0,490.0,330.0,445.0,-1.0,-1.0,771.0,643.0,229.0,14.0,37.0,1135.0,505.0,7420.0,7420.0,3440.0,1720.0,1720.0,330.0,500.0,-1.0,55.0,63.0,13.7,7.0,5930.0,67.0
2909,Barber Scotia College,NC,2,320.0,280.0,600.0,-1.0,220.0,370.0,200.0,330.0,11.0,18.0,933.0,933.0,480.0,6.0,16.0,704.0,-1.0,4045.0,4045.0,2795.0,1329.0,1466.0,295.0,736.0,2100.0,50.0,50.0,13.5,8.0,4431.0,34.0
2910,Belmont Abbey College,NC,2,463.0,427.0,890.0,-1.0,449.0,549.0,399.0,499.0,-1.0,-1.0,632.0,494.0,129.0,17.0,36.0,709.0,131.0,9000.0,9000.0,4850.0,4850.0,-1.0,920.0,300.0,2480.0,78.0,85.0,13.2,10.0,7550.0,52.0
2911,Bennett College,NC,2,395.0,385.0,780.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,774.0,542.0,193.0,17.0,38.0,650.0,14.0,5600.0,5600.0,3095.0,1630.0,1465.0,1030.0,750.0,2000.0,63.0,65.0,12.1,19.0,7729.0,44.0
2913,Campbell University,NC,2,476.0,439.0,915.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2087.0,1339.0,657.0,20.0,54.0,3191.0,1204.0,7550.0,7550.0,2790.0,2790.0,-1.0,128.0,600.0,500.0,77.0,77.0,21.8,34.0,3739.0,63.0
2914,Catawba College,NC,2,481.0,434.0,915.0,-1.0,420.0,530.0,380.0,480.0,-1.0,-1.0,1083.0,880.0,291.0,13.0,34.0,915.0,80.0,9270.0,9270.0,4100.0,-1.0,-1.0,-1.0,600.0,1860.0,75.0,82.0,13.5,27.0,8425.0,55.0
2918,Davidson College,NC,2,650.0,580.0,1230.0,29.0,600.0,700.0,530.0,630.0,27.0,31.0,2373.0,956.0,452.0,77.0,96.0,1601.0,6.0,17295.0,17295.0,5070.0,2650.0,2420.0,169.0,600.0,1011.0,95.0,97.0,12.0,46.0,17581.0,94.0
2920,Duke University,NC,2,687.0,615.0,1302.0,30.0,640.0,740.0,570.0,670.0,28.0,32.0,13789.0,3893.0,1583.0,90.0,98.0,6188.0,53.0,18590.0,18590.0,5950.0,2996.0,2954.0,480.0,625.0,1162.0,95.0,96.0,5.0,44.0,27206.0,97.0
2923,East Carolina University,NC,1,486.0,435.0,921.0,18.0,430.0,530.0,390.0,470.0,17.0,18.0,9274.0,6362.0,2435.0,14.0,44.0,13171.0,1687.0,764.0,7248.0,3240.0,1590.0,1650.0,793.0,500.0,1700.0,74.0,78.0,13.2,18.0,9002.0,58.0
2926,Elizabeth City State University,NC,1,-1.0,-1.0,-1.0,-1.0,340.0,440.0,310.0,400.0,-1.0,-1.0,1531.0,827.0,405.0,12.0,46.0,1630.0,143.0,556.0,5030.0,2648.0,1220.0,1428.0,584.0,170.0,-1.0,68.0,72.0,14.1,19.0,8994.0,51.0
2927,Elon College,NC,2,483.0,439.0,922.0,-1.0,430.0,530.0,390.0,480.0,-1.0,-1.0,3624.0,2786.0,858.0,11.0,39.0,2933.0,334.0,9100.0,9100.0,3883.0,1782.0,2101.0,150.0,490.0,1777.0,70.0,74.0,18.9,34.0,6329.0,63.0
2928,Fayetteville State University,NC,1,426.0,390.0,816.0,-1.0,370.0,480.0,330.0,440.0,-1.0,-1.0,1455.0,1064.0,452.0,1.0,16.0,2632.0,617.0,740.0,6806.0,2550.0,1150.0,1400.0,636.0,350.0,766.0,75.0,75.0,15.1,10.0,6972.0,24.0
2929,Gardner Webb University,NC,2,445.0,400.0,845.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1110.0,930.0,332.0,18.0,36.0,1603.0,374.0,8180.0,8180.0,4270.0,2230.0,2040.0,950.0,500.0,500.0,65.0,58.0,15.2,12.0,5664.0,29.0
2930,Greensboro College,NC,2,485.0,438.0,923.0,-1.0,420.0,520.0,370.0,480.0,-1.0,-1.0,608.0,494.0,176.0,10.0,31.0,649.0,314.0,8330.0,8330.0,3770.0,-1.0,-1.0,200.0,550.0,1300.0,64.0,80.0,13.0,31.0,7949.0,39.0
2931,Guilford College,NC,2,530.0,500.0,1030.0,24.0,470.0,590.0,430.0,560.0,20.0,27.0,1202.0,1054.0,326.0,18.0,44.0,1410.0,299.0,13404.0,13404.0,5160.0,2456.0,2704.0,210.0,450.0,1050.0,78.0,86.0,15.6,30.0,9114.0,65.0
2933,High Point University,NC,2,456.0,423.0,879.0,-1.0,390.0,520.0,380.0,470.0,-1.0,-1.0,1412.0,1149.0,347.0,11.0,25.0,2045.0,359.0,7550.0,7550.0,4050.0,2440.0,1610.0,750.0,600.0,-1.0,55.0,61.0,17.8,13.0,4947.0,62.0
2936,Johnson C. Smith University,NC,2,-1.0,-1.0,-1.0,-1.0,310.0,400.0,290.0,370.0,-1.0,-1.0,1349.0,932.0,407.0,6.0,14.0,1236.0,47.0,5453.0,5453.0,2191.0,1135.0,1056.0,685.0,500.0,-1.0,61.0,77.0,14.2,19.0,7729.0,37.0
2939,Lees-McRae College,NC,2,392.0,365.0,757.0,-1.0,330.0,450.0,300.0,420.0,-1.0,-1.0,545.0,529.0,216.0,4.0,20.0,620.0,37.0,3807.0,-1.0,1560.0,702.0,858.0,458.0,200.0,625.0,50.0,54.0,13.2,10.0,6795.0,-1.0
2941,Lenoir-Rhyne College,NC,2,482.0,439.0,921.0,21.0,420.0,520.0,390.0,480.0,18.0,22.0,979.0,743.0,259.0,25.0,46.0,1188.0,166.0,10100.0,10100.0,4000.0,1740.0,2260.0,510.0,400.0,1000.0,88.0,92.0,12.0,20.0,8539.0,66.0
2942,Livingstone College,NC,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,900.0,473.0,217.0,22.0,47.0,621.0,11.0,4400.0,4400.0,3400.0,2000.0,1400.0,800.0,800.0,900.0,53.0,93.0,10.4,16.0,9268.0,92.0
2944,Mars Hill College,NC,2,442.0,406.0,848.0,20.0,380.0,510.0,350.0,460.0,-1.0,-1.0,1056.0,873.0,385.0,15.0,38.0,1111.0,244.0,6950.0,6950.0,3550.0,1900.0,1650.0,600.0,600.0,-1.0,60.0,67.0,11.9,17.0,6786.0,69.0
2945,Meredith College,NC,2,-1.0,-1.0,-1.0,-1.0,430.0,540.0,400.0,490.0,-1.0,-1.0,857.0,772.0,376.0,25.0,58.0,1721.0,470.0,6720.0,6720.0,3250.0,-1.0,-1.0,-1.0,450.0,1520.0,77.0,82.0,13.9,33.0,6881.0,82.0
2946,Methodist College,NC,2,-1.0,-1.0,-1.0,-1.0,370.0,510.0,340.0,450.0,17.0,21.0,750.0,633.0,296.0,27.0,51.0,926.0,367.0,8850.0,8850.0,3550.0,2100.0,1450.0,158.0,500.0,2600.0,73.0,73.0,11.4,19.0,7729.0,56.0
2948,Montreat-Anderson College,NC,2,443.0,427.0,870.0,20.0,375.0,525.0,350.0,475.0,17.0,19.0,263.0,223.0,103.0,10.0,24.0,316.0,20.0,8438.0,8438.0,3372.0,1446.0,1926.0,-1.0,500.0,2958.0,42.0,50.0,11.1,4.0,11989.0,15.0
2950,North Carolina Central University,NC,1,-1.0,-1.0,-1.0,-1.0,340.0,430.0,310.0,410.0,-1.0,-1.0,1773.0,1320.0,559.0,8.0,26.0,3531.0,808.0,676.0,5730.0,3136.0,1568.0,1568.0,493.0,-1.0,-1.0,66.0,73.0,15.4,19.0,7302.0,40.0
2951,North Carolina Wesleyan College,NC,2,432.0,394.0,826.0,20.0,380.0,480.0,340.0,450.0,-1.0,-1.0,812.0,689.0,195.0,7.0,24.0,646.0,84.0,8242.0,8242.0,4230.0,1900.0,2330.0,500.0,600.0,1295.0,77.0,77.0,12.7,11.0,10090.0,52.0
2954,Pembroke State University,NC,1,433.0,385.0,818.0,-1.0,460.0,450.0,340.0,420.0,-1.0,-1.0,944.0,774.0,440.0,14.0,34.0,2174.0,529.0,628.0,6360.0,2760.0,1410.0,1350.0,514.0,550.0,1498.0,77.0,77.0,15.0,5.0,6443.0,48.0
2955,Pfeiffer College,NC,2,441.0,390.0,831.0,-1.0,370.0,500.0,330.0,440.0,-1.0,-1.0,838.0,651.0,159.0,11.0,25.0,654.0,162.0,8640.0,8640.0,3700.0,-1.0,-1.0,-1.0,400.0,1915.0,62.0,62.0,12.2,13.0,7634.0,48.0
2957,Queens College,NC,2,514.0,491.0,1005.0,26.0,460.0,570.0,420.0,550.0,24.0,28.0,516.0,392.0,154.0,32.0,62.0,630.0,549.0,11020.0,11020.0,4970.0,2160.0,2810.0,50.0,610.0,1900.0,73.0,75.0,14.0,36.0,9315.0,58.0
2960,Salem College,NC,2,508.0,494.0,1002.0,24.0,450.0,570.0,430.0,550.0,-1.0,-1.0,335.0,284.0,132.0,28.0,69.0,534.0,216.0,10475.0,10475.0,6300.0,3275.0,3025.0,176.0,500.0,2000.0,68.0,68.0,11.2,46.0,9599.0,60.0
2962,Shaw University,NC,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2533.0,937.0,620.0,-1.0,-1.0,2360.0,144.0,9192.0,9192.0,1738.0,649.0,1089.0,100.0,250.0,500.0,71.0,71.0,14.4,6.0,8078.0,69.0
2967,St. Andrews Presbyterian College,NC,2,465.0,450.0,915.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,624.0,599.0,170.0,-1.0,-1.0,612.0,150.0,10375.0,10375.0,4575.0,1825.0,2750.0,-1.0,500.0,1050.0,79.0,93.0,13.8,19.0,9332.0,56.0
2968,St. Augustine's College,NC,2,406.0,407.0,813.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3113.0,1786.0,457.0,24.0,49.0,1614.0,131.0,3850.0,3850.0,3200.0,1924.0,1276.0,-1.0,-1.0,-1.0,43.0,65.0,14.0,19.0,7729.0,56.0
2972,North Carolina State University at Raleigh,NC,1,578.0,493.0,1071.0,-1.0,510.0,630.0,440.0,530.0,-1.0,-1.0,10634.0,7064.0,3176.0,39.0,78.0,16505.0,5481.0,874.0,8400.0,6540.0,1640.0,1900.0,710.0,600.0,1300.0,92.0,98.0,17.5,21.0,9670.0,62.0
2974,University of North Carolina at Chapel Hill,NC,1,594.0,527.0,1121.0,-1.0,530.0,530.0,460.0,570.0,-1.0,-1.0,14596.0,5985.0,3331.0,75.0,92.0,14609.0,1100.0,874.0,8400.0,4200.0,2040.0,2160.0,606.0,550.0,1200.0,88.0,93.0,8.9,23.0,15893.0,83.0
2975,University of North Carolina at Charlotte,NC,1,491.0,435.0,926.0,21.0,440.0,540.0,390.0,470.0,19.0,24.0,5803.0,4441.0,1730.0,19.0,62.0,10099.0,3255.0,764.0,7248.0,3109.0,-1.0,-1.0,693.0,600.0,1900.0,79.0,91.0,16.8,7.0,6227.0,62.0
2976,University of North Carolina at Greensboro,NC,1,499.0,457.0,956.0,-1.0,450.0,550.0,400.0,500.0,-1.0,-1.0,5191.0,4134.0,1500.0,15.0,44.0,7532.0,1847.0,931.0,8677.0,3505.0,1715.0,1790.0,958.0,600.0,1300.0,75.0,94.0,15.5,17.0,7392.0,53.0
2978,Wake Forest University,NC,2,-1.0,-1.0,-1.0,-1.0,600.0,700.0,550.0,650.0,-1.0,-1.0,5661.0,2392.0,903.0,75.0,88.0,3499.0,172.0,13850.0,13850.0,4360.0,4360.0,-1.0,-1.0,500.0,1250.0,95.0,97.0,4.3,37.0,41766.0,89.0
2979,Warren Wilson College,NC,2,-1.0,-1.0,-1.0,-1.0,440.0,580.0,440.0,570.0,20.0,26.0,440.0,311.0,112.0,25.0,49.0,466.0,7.0,10000.0,10000.0,3052.0,-1.0,-1.0,515.0,400.0,1100.0,65.0,75.0,11.4,20.0,9430.0,63.0
2981,Western Carolina University,NC,1,457.0,410.0,867.0,-1.0,400.0,510.0,360.0,450.0,-1.0,-1.0,3224.0,2519.0,1057.0,11.0,31.0,5000.0,706.0,718.0,6390.0,2380.0,1142.0,1238.0,647.0,110.0,1622.0,67.0,78.0,14.6,9.0,6554.0,55.0
2984,University of North Carolina at Wilmington,NC,1,494.0,441.0,935.0,21.0,440.0,550.0,390.0,480.0,-1.0,-1.0,6071.0,3856.0,1449.0,15.0,67.0,6635.0,1145.0,1492.0,7558.0,3680.0,2100.0,1580.0,752.0,500.0,1500.0,82.0,85.0,19.1,15.0,6005.0,55.0
2985,Wingate College,NC,2,442.0,400.0,842.0,22.0,390.0,785.0,380.0,475.0,20.0,23.0,1239.0,1017.0,383.0,10.0,34.0,1207.0,157.0,7820.0,7820.0,3400.0,1750.0,1650.0,300.0,550.0,1550.0,69.0,81.0,13.9,8.0,7264.0,91.0
2986,Winston-Salem State University,NC,2,405.0,369.0,774.0,-1.0,325.0,425.0,320.0,375.0,-1.0,-1.0,1065.0,801.0,385.0,-1.0,-1.0,2069.0,748.0,1254.0,6272.0,2762.0,1342.0,1420.0,-1.0,300.0,-1.0,67.0,77.0,13.5,4.0,8064.0,46.0
2989,Dickinson State University,ND,1,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,434.0,412.0,319.0,10.0,30.0,1376.0,237.0,1681.0,4486.0,2146.0,846.0,1300.0,176.0,600.0,2000.0,50.0,64.0,16.5,28.0,4525.0,46.0
2990,Jamestown College,ND,2,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,19.0,24.0,472.0,410.0,262.0,14.0,41.0,9950.0,71.0,7620.0,7620.0,3050.0,1700.0,1350.0,-1.0,400.0,400.0,51.0,53.0,17.0,21.0,3186.0,54.0
2992,University of Mary,ND,2,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,18.0,24.0,659.0,601.0,342.0,12.0,34.0,1476.0,282.0,6490.0,6490.0,2660.0,1345.0,1510.0,75.0,500.0,1800.0,26.0,36.0,18.0,19.0,4460.0,48.0
2993,Mayville State University,ND,1,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,233.0,233.0,153.0,5.0,12.0,658.0,58.0,1680.0,4486.0,2516.0,2516.0,-1.0,240.0,600.0,1900.0,68.0,68.0,15.7,11.0,6971.0,51.0
2994,Minot State University,ND,1,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,681.0,681.0,681.0,-1.0,-1.0,3299.0,602.0,1711.0,4260.0,1912.0,724.0,1188.0,-1.0,600.0,1893.0,44.0,44.0,20.1,19.0,4076.0,-1.0
3005,University of North Dakota,ND,1,535.0,465.0,1000.0,23.0,460.0,610.0,390.0,520.0,19.0,25.0,2777.0,2249.0,1652.0,20.0,54.0,8334.0,1435.0,2110.0,5634.0,2703.0,1033.0,1670.0,318.0,450.0,1200.0,97.0,97.0,15.9,16.0,9424.0,49.0
3008,Valley City State University,ND,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,368.0,344.0,212.0,5.0,27.0,863.0,189.0,1606.0,4286.0,2570.0,1820.0,750.0,245.0,600.0,2000.0,39.0,41.0,14.9,25.0,4958.0,40.0
